metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,450,338,112,15387,14387,45000,0.3197,100,690
GPM,200,232,166,66,6563,5563,23200,0.2398,100,579
GPM,300,110,79,31,3498,2498,11000,0.2271,100,644
GPM,400,47,35,12,2595,1595,4700,0.3394,100,200
GPM,500,22,17,5,1989,989,2200,0.4495,100,200
XPM,100,345,257,88,12764,11764,34500,0.3410,100,665
XPM,200,160,121,39,7110,6110,16000,0.3819,100,400
XPM,300,57,44,13,3296,2296,5700,0.4028,100,225
XPM,400,24,19,5,2263,1263,2400,0.5262,100,200
XPM,500,9,6,3,1241,241,900,0.2678,100,117
HERO_DAMAGE,5000,294,213,81,10555,9555,29400,0.3250,100,626
HERO_DAMAGE,10000,158,112,46,5012,4012,15800,0.2539,100,500
HERO_DAMAGE,15000,73,51,22,3084,2084,7300,0.2855,100,288
HERO_DAMAGE,20000,32,22,10,2001,1001,3200,0.3128,100,300
HERO_DAMAGE,25000,10,7,3,1376,376,1000,0.3760,100,200
TOWER_DAMAGE,5000,339,252,87,11533,10533,33900,0.3107,100,623
TOWER_DAMAGE,10000,85,64,21,3765,2765,8500,0.3253,100,300
TOWER_DAMAGE,15000,15,9,6,1138,138,1500,0.0920,100,360
TOWER_DAMAGE,20000,0,0,0,1000,0,0,0.0000,0,0
TOWER_DAMAGE,25000,0,0,0,1000,0,0,0.0000,0,0
DAMAGE_TAKEN,10000,297,240,57,14545,13545,29700,0.4561,100,435
DAMAGE_TAKEN,20000,170,139,31,9021,8021,17000,0.4718,100,206
DAMAGE_TAKEN,30000,85,72,13,5883,4883,8500,0.5745,100,228
DAMAGE_TAKEN,40000,48,39,9,3245,2245,4800,0.4677,100,200
DAMAGE_TAKEN,50000,30,23,7,2009,1009,3000,0.3363,100,442
TEAM_PARTICIPATION,1,443,337,106,18745,17745,44300,0.4006,100,423
TEAM_PARTICIPATION,2,260,199,61,12520,11520,26000,0.4431,100,280
TEAM_PARTICIPATION,3,141,111,30,8338,7338,14100,0.5204,100,294
TEAM_PARTICIPATION,4,52,41,11,3707,2707,5200,0.5206,100,488
TEAM_PARTICIPATION,5,24,19,5,2557,1557,2400,0.6488,100,300
