metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,161,102,59,1118,118,209,0.5650,5,7
GPM,200,86,53,33,1049,49,107,0.4543,5,7
GPM,300,41,23,18,1021,21,64,0.3308,5,7
GPM,400,19,13,6,1012,12,19,0.6505,1,2
GPM,500,9,6,3,1007,7,9,0.8311,1,2
XPM,100,127,84,43,1104,104,167,0.6251,8,12
XPM,200,59,38,21,1047,47,75,0.6321,5,7
XPM,300,24,16,8,1019,19,26,0.7377,2,2
XPM,400,12,8,4,1009,9,12,0.7250,1,2
XPM,500,5,2,3,1001,1,5,0.1780,1,2
HERO_DAMAGE,5000,112,73,39,1085,85,129,0.6612,5,7
HERO_DAMAGE,10000,64,38,26,1035,35,73,0.4729,3,4
HERO_DAMAGE,15000,35,22,13,1020,20,38,0.5339,2,2
HERO_DAMAGE,20000,17,11,6,1011,11,18,0.5911,2,2
HERO_DAMAGE,25000,4,3,1,1004,4,4,1.1200,1,1
TOWER_DAMAGE,5000,124,76,48,1092,92,178,0.5196,8,12
TOWER_DAMAGE,10000,30,23,7,1024,24,30,0.8067,1,1
TOWER_DAMAGE,15000,8,5,3,1003,3,9,0.3767,2,2
TOWER_DAMAGE,20000,0,0,0,1000,0,0,0.0000,0,0
TOWER_DAMAGE,25000,0,0,0,1000,0,0,0.0000,0,0
DAMAGE_TAKEN,10000,105,81,24,1107,107,110,0.9714,2,2
DAMAGE_TAKEN,20000,59,47,12,1058,58,59,0.9793,1,2
DAMAGE_TAKEN,30000,32,29,3,1038,38,32,1.1978,1,1
DAMAGE_TAKEN,40000,15,13,2,1016,16,15,1.0960,1,1
DAMAGE_TAKEN,50000,9,7,2,1009,9,10,0.8910,2,2
TEAM_PARTICIPATION,1,175,117,58,1146,146,192,0.7610,3,4
TEAM_PARTICIPATION,2,108,76,32,1089,89,113,0.7896,2,2
TEAM_PARTICIPATION,3,61,46,15,1059,59,62,0.9447,2,2
TEAM_PARTICIPATION,4,25,19,6,1022,22,26,0.8488,2,2
TEAM_PARTICIPATION,5,13,11,2,1014,14,13,1.0708,1,1
