metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,279,230,49,1279,279,1435,0.1944,15,20
GPM,200,140,109,31,1099,99,740,0.1341,15,26
GPM,300,65,54,11,1063,63,330,0.1920,10,10
GPM,400,26,22,4,1030,30,135,0.2226,10,14
GPM,500,12,11,1,1017,17,60,0.2842,5,5
XPM,100,208,168,40,1184,184,1080,0.1706,15,22
XPM,200,95,79,16,1108,108,480,0.2240,10,10
XPM,300,31,27,4,1036,36,155,0.2352,5,5
XPM,400,10,10,0,1020,20,50,0.4080,5,0
XPM,500,4,4,0,1008,8,20,0.3800,5,0
HERO_DAMAGE,5000,174,136,38,1115,115,905,0.1269,15,20
HERO_DAMAGE,10000,91,72,19,1071,71,485,0.1456,15,23
HERO_DAMAGE,15000,36,28,8,1021,21,195,0.1062,15,20
HERO_DAMAGE,20000,14,10,4,1000,0,75,0.0020,10,10
HERO_DAMAGE,25000,6,4,2,996,-4,30,-0.1200,5,9
TOWER_DAMAGE,5000,202,168,34,1214,214,1060,0.2017,25,35
TOWER_DAMAGE,10000,53,41,12,1025,25,285,0.0889,15,20
TOWER_DAMAGE,15000,6,4,2,1001,1,35,0.0386,10,10
TOWER_DAMAGE,20000,0,0,0,1000,0,0,0.0000,0,0
TOWER_DAMAGE,25000,0,0,0,1000,0,0,0.0000,0,0
DAMAGE_TAKEN,10000,183,154,29,1204,204,950,0.2152,15,22
DAMAGE_TAKEN,20000,106,89,17,1116,116,540,0.2141,10,17
DAMAGE_TAKEN,30000,50,40,10,1043,43,265,0.1625,15,24
DAMAGE_TAKEN,40000,30,23,7,1021,21,165,0.1248,15,20
DAMAGE_TAKEN,50000,20,15,5,1004,4,140,0.0321,25,35
TEAM_PARTICIPATION,1,254,209,45,1265,265,1320,0.2007,15,24
TEAM_PARTICIPATION,2,141,115,26,1146,146,710,0.2061,10,12
TEAM_PARTICIPATION,3,76,61,15,1075,75,400,0.1880,10,22
TEAM_PARTICIPATION,4,26,21,5,1023,23,145,0.1583,15,20
TEAM_PARTICIPATION,5,10,7,3,1003,3,65,0.0492,15,20
