metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,161,102,59,5467,4467,8050,0.5549,50,200
GPM,200,86,53,33,2848,1848,4300,0.4298,50,241
GPM,300,41,23,18,1650,650,2050,0.3173,50,248
GPM,400,19,13,6,1618,618,950,0.6505,50,100
GPM,500,9,6,3,1374,374,450,0.8311,50,100
XPM,100,127,84,43,5096,4096,6350,0.6450,50,250
XPM,200,59,38,21,2935,1935,2950,0.6559,50,200
XPM,300,24,16,8,1791,791,1200,0.6592,50,100
XPM,400,12,8,4,1435,435,600,0.7250,50,100
XPM,500,5,2,3,1044,44,250,0.1780,50,100
HERO_DAMAGE,5000,112,73,39,4708,3708,5600,0.6621,50,200
HERO_DAMAGE,10000,64,38,26,2301,1301,3200,0.4066,50,208
HERO_DAMAGE,15000,35,22,13,1834,834,1750,0.4769,50,104
HERO_DAMAGE,20000,17,11,6,1476,476,850,0.5594,50,100
HERO_DAMAGE,25000,4,3,1,1224,224,200,1.1200,50,50
TOWER_DAMAGE,5000,124,76,48,4093,3093,6200,0.4989,50,250
TOWER_DAMAGE,10000,30,23,7,2210,1210,1500,0.8067,50,50
TOWER_DAMAGE,15000,8,5,3,1124,124,400,0.3113,50,100
TOWER_DAMAGE,20000,0,0,0,1000,0,0,0.0000,0,0
TOWER_DAMAGE,25000,0,0,0,1000,0,0,0.0000,0,0
DAMAGE_TAKEN,10000,105,81,24,5788,4788,5250,0.9120,50,100
DAMAGE_TAKEN,20000,59,47,12,3889,2889,2950,0.9793,50,100
DAMAGE_TAKEN,30000,32,29,3,2916,1916,1600,1.1978,50,50
DAMAGE_TAKEN,40000,15,13,2,1822,822,750,1.0960,50,50
DAMAGE_TAKEN,50000,9,7,2,1362,362,450,0.8044,50,100
TEAM_PARTICIPATION,1,175,117,58,6954,5954,8750,0.6805,50,150
TEAM_PARTICIPATION,2,108,76,32,5123,4123,5400,0.7635,50,106
TEAM_PARTICIPATION,3,61,46,15,3821,2821,3050,0.9249,50,100
TEAM_PARTICIPATION,4,25,19,6,2048,1048,1250,0.8388,50,102
TEAM_PARTICIPATION,5,13,11,2,1696,696,650,1.0708,50,50
