metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
WR_DELTA,5,46,16,30,1700.80,700.80,2839.00,0.2468,377.00,604.96
WR_DELTA,10,44,16,28,1405.23,405.23,1645.00,0.2463,233.00,373.92
WR_DELTA,15,37,15,22,1060.99,60.99,333.00,0.1832,34.00,51.36
WR_DELTA,20,29,12,17,1012.13,12.13,109.00,0.1113,13.00,20.92
WR_DELTA,25,21,8,13,1006.56,6.56,65.00,0.1009,8.00,12.72
WR_DELTA,30,12,4,8,1018.59,18.59,56.00,0.3320,13.00,20.00
WR_DELTA,35,2,2,0,1002.32,2.32,2.00,1.1600,1.00,0.00
WR_DELTA,40,1,1,0,1001.37,1.37,1.00,1.3700,1.00,0.00
WR_DELTA,45,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
WR_DELTA,50,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
WR_DELTA,75,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
WR_DELTA,100,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
WR_DELTA,125,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
WR_DELTA,150,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
WR_DELTA,200,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
WR_DELTA,250,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
WR_DELTA,300,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
WR_DELTA,350,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
WR_DELTA,400,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
